"menu_item_category_name","menu_item_name","quantity_sold","item_sales","total_orders","new_customer_quantity_sold","new_customer_item_sales","new_customer_orders","loyal_customer_quantity_sold","loyal_customer_item_sales","loyal_customer_orders"
"Straight From Philly","Plain Philly Cheesesteak","1","13.39","1","1","13.39","1","0","0.00","0"
"Snobby Appetizers","The Fried Chicken Quesadilla","1","9.79","1","1","9.79","1","0","0.00","0"
"Beverage Bar","Iced Latte","1","9.99","1","1","9.99","1","0","0.00","0"
"All Natural Gluten Free Pancakes, Waffle and Toast","All Natural Gluten Free Waffle ","1","16.49","1","0","0.00","0","0","0.00","0"
"Dessert Bar","Cheese Danish","1","4.29","1","0","0.00","0","0","0.00","0"
"Sensational Sides","French Fries","1","5.59","1","1","5.59","1","0","0.00","0"
"The Linguines","Shrimp Penne Pasta","1","14.79","1","1","14.79","1","0","0.00","0"
"Sides","Yuca Frita","1","9.79","1","1","9.79","1","0","0.00","0"
"From the Griddle","French Toast","5","63.26","5","3","37.02","3","0","0.00","0"
"Sides & Starters","French Fries ","1","4.29","1","0","0.00","0","1","4.29","1"
"Tacos Locos","Chicken Tex-Mex Tacos","1","4.99","1","0","0.00","0","0","0.00","0"
"Smoothie Bar","The Meech Banana Smoothie","2","25.16","1","0","0.00","0","0","0.00","0"
"Let's Get it Sweet","Slice of Sweet Potato Pie","3","11.97","3","2","7.98","2","0","0.00","0"
"Classic Side Orders","Chicken Fingers","1","9.79","1","0","0.00","0","0","0.00","0"
"Gyros","Classic Gyro Sandwich","5","57.95","3","0","0.00","0","4","46.36","2"
"Sweet Breakfast","Chicken & Waffles","1","13.99","1","0","0.00","0","0","0.00","0"
"Grilled Cheese Sammies","Classic Grilled Cheese","1","10.19","1","0","0.00","0","1","10.19","1"
"Made to Order Omelets","Western Omelet","1","13.68","1","1","13.68","1","0","0.00","0"
"Appetizers","Homemade Meatballs","1","25.98","1","1","25.98","1","0","0.00","0"
"Mexican Quesadilla Bar","Grilled Chicken Quesadilla","1","17.98","1","0","0.00","0","0","0.00","0"
"House Specialties","Cheese Quesadilla","1","9.79","1","1","9.79","1","0","0.00","0"
"Nonna's Pasta Bowl","Chicken Parmesan","1","15.39","1","1","15.39","1","0","0.00","0"
"Catering","Chicken Wings (6)","3","29.37","2","2","19.58","1","0","0.00","0"
"Mexican Favorites","Yolandas","1","13.39","1","0","0.00","0","0","0.00","0"
"Quesadilla Corner","Carne Asada Quesadilla","3","64.87","3","2","44.18","2","0","0.00","0"
"Breakfast Sides ","Beef Patty","2","5.78","1","2","5.78","1","0","0.00","0"
"Farm Fresh Omelettes","Double Meat Omelette","1","16.79","1","1","16.79","1","0","0.00","0"
"Two Hand Burgers","Black & Blue Burger","1","22.48","1","1","22.48","1","0","0.00","0"
"The Dessert Stop","Chocolate Mousse","2","13.98","2","2","13.98","2","0","0.00","0"
"Cold Subs","Turkey Sub","2","25.38","2","0","0.00","0","1","12.69","1"
"Chix Sandwiches","Buffalo Chicken Sandwich","5","66.24","5","1","12.59","1","3","38.07","3"
"Delectable Subs","Turkey, Bacon, Ranch Sub","1","24.99","1","1","24.99","1","0","0.00","0"
"Anytime Wraps","Broccoli & Avocado Wrap","1","12.99","1","1","12.99","1","0","0.00","0"
"Drinks","Hot Colombian Coffee","1","3.98","1","1","3.98","1","0","0.00","0"
"Quesadilla Bar","Vegetable Quesadilla","1","13.48","1","1","13.48","1","0","0.00","0"
"Omelette Platters","Western Omelette Platter","1","9.79","1","0","0.00","0","0","0.00","0"
"Specialty Desserts","Rice Pudding","1","4.59","1","1","4.59","1","0","0.00","0"
"Sandwich Bar","The Grilled Chicken Sandwich","1","9.78","1","0","0.00","0","1","9.78","1"
"On the Side","French Fries","1","4.89","1","1","4.89","1","0","0.00","0"
"Grilled Cheese Sandwiches","Grilled Swiss Cheese Sandwich","3","14.67","3","2","9.78","2","1","4.89","1"
"Cheesy Quesadillas","Chorizo Quesadilla","1","16.79","1","0","0.00","0","0","0.00","0"
"Ice Cream and Sundaes","Ice Cream Sundae","1","8.99","1","0","0.00","0","0","0.00","0"
"Catering","Catering - Pastrami, Egg & Swiss Breakfast Sandwich","1","9.79","1","1","9.79","1","0","0.00","0"
"Quest for Quesadillas","Buffalo Chicken Quesadilla","1","12.99","1","1","12.99","1","0","0.00","0"
"Best Ever Burgers","Texas Burger","1","11.59","1","1","11.59","1","0","0.00","0"
"Drinks","Lassi","3","23.97","1","3","23.97","1","0","0.00","0"
"Let's Get Started","Spicy Fries","1","5.69","1","1","5.69","1","0","0.00","0"
"Crispy Chicken Sandwiches","Crispy BBQ Chicken Sandwich","2","30.78","2","1","15.39","1","0","0.00","0"
"Sunrise Breakfast Bagels","Egg & Cheese Bagel with Your Choice of Breakfast Meat","1","9.48","1","1","9.48","1","0","0.00","0"
"Sides","Vegetable Spring Roll (5 Pcs)","1","6.99","1","1","6.99","1","0","0.00","0"
"Salad Bar","Greek Chicken Salad","1","18.19","1","0","0.00","0","0","0.00","0"
"Wild Wings","Buffalo Wings","1","9.89","1","1","9.89","1","0","0.00","0"
"The Cake Shop","Carrot Cake","5","37.85","5","2","15.38","2","1","7.09","1"
"Wraps, wraps, WRAPS!","Chicken Teriyaki Wrap","1","14.89","1","1","14.89","1","0","0.00","0"
"Beverages","Mexican Coke ","1","5.99","1","1","5.99","1","0","0.00","0"
"Quesadillas","Spicy Chicken Quesadilla","1","12.69","1","0","0.00","0","0","0.00","0"
"Fresh Salads","Asian Sesame Salad","1","25.97","1","0","0.00","0","1","25.97","1"
"Sides","Spicy Rice Cake with Ramen","1","20.29","1","1","20.29","1","0","0.00","0"
"Let's Get Grubbin'","Double Decker Burger","1","14.09","1","0","0.00","0","0","0.00","0"
"Delightful Sides","Rosemary Garlic Parmesan Fries","1","4.19","1","1","4.19","1","0","0.00","0"
"Appetizers","Buffalo Wings","4","49.63","4","0","0.00","0","1","13.28","1"
"Bowl Bar","The Mongolian Beef Bowl","1","23.97","1","1","23.97","1","0","0.00","0"
"Side Orders","Home Fries","2","8.58","1","2","8.58","1","0","0.00","0"
"Drinks","Thai Iced Tea","1","7.99","1","0","0.00","0","1","7.99","1"
"Fried Rice Spot","Veggie Fried Rice","1","17.47","1","1","17.47","1","0","0.00","0"
"Perfect Paninis","Cheesesteak Panini","1","15.08","1","1","15.08","1","0","0.00","0"
"That's a Wrap!","Teriyaki Chicken Wrap","1","13.68","1","1","13.68","1","0","0.00","0"
"Indian Fushion Wraps","Paneer Chili Roti Wrap","5","21.64","5","2","9.07","2","2","8.38","2"
"Sides","Homefries","18","101.19","17","3","23.94","2","14","71.26","14"
"Speciality Calzones","Spinach & Mushroom Calzone","2","50.10","1","0","0.00","0","0","0.00","0"
"The Sides","Chicken Egg Roll","5","17.75","3","1","3.49","1","1","3.49","1"
"Anytime Wraps","Chicken Caesar Wrap","2","33.85","2","0","0.00","0","1","14.78","1"
"À La Parmigiana with Pasta","Meatball Parmigiana Pasta","1","15.39","1","1","15.39","1","0","0.00","0"
"Chef's Specialty Salads","Turkey & Cranberry Cobb Salad","2","30.78","2","0","0.00","0","0","0.00","0"
"Panini Bar","Southwest Turkey Panini","1","12.59","1","1","12.59","1","0","0.00","0"
"Shakes On Deck","Chocolate Milkshake","2","16.98","2","0","0.00","0","0","0.00","0"
"Sides","Side of Pork Sausage","3","8.97","2","3","8.97","2","0","0.00","0"
"Grilled Cheese Sandwiches","Grilled Ham & Cheese Sandwich","15","111.13","11","1","6.99","1","5","34.95","3"
"Sides","Masala Fries","4","20.20","4","0","0.00","0","1","5.05","1"
"Desserts","Fried Cookie Dough","1","10.59","1","0","0.00","0","0","0.00","0"
"Sides","Hash Brown","3","6.27","2","3","6.27","2","0","0.00","0"
"The Tri-Colors","Crispy Chicken Tri-Color Pasta","2","29.76","2","1","13.39","1","0","0.00","0"
"Chicken Tenders","Tenders Combo (3 Pcs)","2","21.67","2","1","11.18","1","1","10.49","1"
"The Sugar Fixes","Oreo Cheesecake","1","6.39","1","1","6.39","1","0","0.00","0"
"Cookie Corner","Oatmeal Chocolate Chunk","2","12.78","2","1","6.39","1","0","0.00","0"
"Bowl Bar","The Teriyaki Chicken Bowl","1","18.47","1","0","0.00","0","0","0.00","0"
"Mexican Favorites","Nachos Chipotle","1","12.69","1","0","0.00","0","0","0.00","0"
"Buttermilk Pancakes","3 Cinnamon Swirl Pancakes","1","12.29","1","0","0.00","0","0","0.00","0"
"À La Parmigiana with Pasta","Sausage Parmigiana Pasta","1","15.39","1","1","15.39","1","0","0.00","0"
"The Dumpling Snob","The Shanghai Soup Dumplings","2","35.77","2","1","26.98","1","0","0.00","0"
"The Vegan Handhelds","Vegan Grilled BBQ Sandwich","2","33.78","2","2","33.78","2","0","0.00","0"
"The Custom Sandwich Shop","Roast Beef Sandwich","1","17.57","1","1","17.57","1","0","0.00","0"
"Cluckin' Chicken Sandwiches","Chicken Bacon Ranch Sandwich (Grilled)","1","12.59","1","1","12.59","1","0","0.00","0"
"Signature Breakfast Handhelds","Avocado and Eggs Sammie","1","9.28","1","1","9.28","1","0","0.00","0"
"Italian Pasta Bar","Spaghetti","2","39.87","2","2","39.87","2","0","0.00","0"
"Chef Riya's Specials","Chicken Biriyani","2","27.98","1","0","0.00","0","2","27.98","1"
"Breakfast Sides","Side of Sausage Patty","1","4.29","1","1","4.29","1","0","0.00","0"
"The Panini Press","Tuna Melt","1","19.99","1","1","19.99","1","0","0.00","0"
"Breakfast Sandwiches","Buffalo Chicken Breakfast Sandwich","1","9.09","1","0","0.00","0","0","0.00","0"
"Sides","Vegetable Spring Roll (5 pc)","1","6.99","1","1","6.99","1","0","0.00","0"
"The Fry Cravings!","Bacon Cheese Fries","1","15.38","1","1","15.38","1","0","0.00","0"
"The Desserts","Vanilla Pudding","1","4.99","1","0","0.00","0","0","0.00","0"
"Panini Press","BBQ Chicken Panini","1","11.19","1","1","11.19","1","0","0.00","0"
"Specialty Musubi","Pork Katsu Musubi","1","6.99","1","1","6.99","1","0","0.00","0"
"Sandwich Bar","The Ham and Swiss Sandwich","1","17.48","1","1","17.48","1","0","0.00","0"
"Chicken Cheesesteak","The Chicken Cheesesteak","1","10.67","1","1","10.67","1","0","0.00","0"
"Simple Tacos","Cabeza Street Taco","2","7.98","1","0","0.00","0","0","0.00","0"
"Famous Starters","Curly Fries","1","9.79","1","1","9.79","1","0","0.00","0"
"Salad Bar","Greek Salad","1","12.69","1","1","12.69","1","0","0.00","0"
"Hot Coffee & Tea","Latte","1","3.59","1","0","0.00","0","0","0.00","0"
"Dessert Bar","Pistachio Paradise Baklava (2 Pcs)","3","26.97","1","3","26.97","1","0","0.00","0"
"Breakfast Wraps","Classic Breakfast Wrap","1","11.19","1","1","11.19","1","0","0.00","0"
"Drinks","Pure Leaf Tea","1","4.19","1","1","4.19","1","0","0.00","0"
"Artisan Sandwich Combos","Van Gogh Sandwich with Chips","2","31.57","2","1","17.38","1","0","0.00","0"
"Breakfast Burritos","Veggie Breakfast Burrito","1","11.58","1","1","11.58","1","0","0.00","0"
"Desserts","Fried Dough Bites","2","19.58","2","2","19.58","2","0","0.00","0"
"Sides","Chips","1","2.29","1","1","2.29","1","0","0.00","0"
"Hot Beverages","Hot Coffee","2","7.16","1","0","0.00","0","0","0.00","0"
"Stir-Fry Greatest Hits","Moo Shu","2","38.07","1","0","0.00","0","2","38.07","1"
"Sides","Mashed Yam","1","10.49","1","0","0.00","0","0","0.00","0"
"Chef Specials (Secondi)","Linguine Carbonara","1","19.99","1","0","0.00","0","1","19.99","1"
"Omelettes Platter","Healthy Omelette Platter","1","16.08","1","0","0.00","0","0","0.00","0"
"The Sugar Fixes","Peach Cobbler","3","15.37","3","1","4.29","1","0","0.00","0"
"Omelette Bar","Veggie Omelette Platter","4","43.56","4","1","10.89","1","1","10.89","1"
"For the Table","Chicken Dumplings (5)","1","7.09","1","1","7.09","1","0","0.00","0"
"Dessert Bar","Chocolate Chip Cannoli","1","7.09","1","1","7.09","1","0","0.00","0"
"The Pasta Bowl","Fettuccine Chicken Alfredo","3","47.37","3","3","47.37","3","0","0.00","0"
"Sweet Breakfast Shop","French Toast with Meat","2","23.98","2","1","11.99","1","0","0.00","0"
"Breakfast Burritos","Scrambled Breakfast Burrito","3","36.16","3","1","15.78","1","0","0.00","0"
"Drinks","Snapple","1","4.89","1","1","4.89","1","0","0.00","0"
"The Pancakes","Strawberry Buttermilk
Pancakes","2","31.97","2","2","31.97","2","0","0.00","0"
"Big Subs","Philly Cheesesteak Sub","1","14.09","1","1","14.09","1","0","0.00","0"
"Beverages","Orange Juice","1","2.99","1","0","0.00","0","0","0.00","0"
"Dessert Bar","Brownie","7","27.31","7","7","27.31","7","0","0.00","0"
"Best EVER Burrito Bar","Super Beef Burrito","1","17.19","1","0","0.00","0","0","0.00","0"
"Coffee Bar","Colombian Coffee","2","8.46","2","1","4.98","1","1","3.48","1"
"Slice of Cake","Carrot Cake","4","50.36","4","3","37.77","3","0","0.00","0"
"Specialty Burritos","BBQ Chicken Burrito","1","15.39","1","1","15.39","1","0","0.00","0"
"Loaded Burritos","Classic  Bean and Cheese Burrito","1","13.98","1","0","0.00","0","0","0.00","0"
"The Chicken Tenders","Original Chicken Tenders","2","19.78","1","0","0.00","0","2","19.78","1"
"Sides","Egg Rolls (2)","1","5.59","1","1","5.59","1","0","0.00","0"
"Omelettes","Egg Platter","1","12.78","1","0","0.00","0","1","12.78","1"
"The Best Biryanis","Vegetable Biryani","1","15.99","1","0","0.00","0","0","0.00","0"
"Off the Griddle","Three Pancakes with Eggs & Your Choice of Meat","5","73.45","5","1","14.69","1","2","29.38","2"
"Drinks","Coke Bottle","1","2.89","1","1","2.89","1","0","0.00","0"
"Juices on Juices","G-Beet Juice","1","15.58","1","1","15.58","1","0","0.00","0"
"Loaded Fries","Loaded Chicken & Queso Fries","1","15.39","1","1","15.39","1","0","0.00","0"
"Yogurt and Fruit Bar","Fruit Salad","1","6.99","1","0","0.00","0","0","0.00","0"
"Scrumptious Breakfast Sides","Turkey Sausage","1","12.99","1","0","0.00","0","0","0.00","0"
"Ramen","Spicy Miso Ramen","3","44.07","3","0","0.00","0","0","0.00","0"
"Sides","Pizza Fries","1","8.39","1","0","0.00","0","1","8.39","1"
"Delectable Desserts","Blueberry Crumb Muffin","2","8.58","2","1","4.29","1","0","0.00","0"
"Artisan Sandwich Combos","Symphony Sandwich with Chips","5","70.95","5","1","14.19","1","2","28.38","2"
"Deli Sandwich Favorites","California Chicken Sandwich","2","19.78","2","0","0.00","0","2","19.78","2"
"Protein Style Omelettes","Bacon and Tomato Omelette","1","9.19","1","0","0.00","0","0","0.00","0"
"Hand-Crafted Pizzas","The Sicilian Pizza","1","33.58","1","0","0.00","0","0","0.00","0"
"Cheesy Quesadillas","Buffalo Chicken Quesadilla","2","27.98","2","1","13.99","1","1","13.99","1"
"Pressed Paninis","Loaded Turkey Bacon Club Panini","2","25.18","2","1","12.59","1","0","0.00","0"
"Egg Plates","Two Eggs Any Style","1","21.66","1","0","0.00","0","0","0.00","0"
"Panini Bar","The Meatless Panini","1","13.39","1","1","13.39","1","0","0.00","0"
"Panini Bar","The Tuna Melt Panini","1","13.39","1","1","13.39","1","0","0.00","0"
"Sides","Fried Zucchini Sticks","1","12.99","1","1","12.99","1","0","0.00","0"
"Sublime Sandwiches","Corned Beef and Pastrami Combo Sandwich","1","15.39","1","1","15.39","1","0","0.00","0"
"The Legs","Original Fried Chicken Legs with Fries","2","24.98","2","0","0.00","0","1","15.99","1"
"Artisan Sandwich Combos","Impressionist Sandwich with Chips","1","15.28","1","1","15.28","1","0","0.00","0"
"House Tacos","Chicken Taco","1","7.49","1","1","7.49","1","0","0.00","0"
"Extras","Bread Pakoda (2 Pcs)","1","7.99","1","0","0.00","0","0","0.00","0"
"Turkey Sandwiches","Salsalito Turkey Sandwich","1","9.98","1","0","0.00","0","0","0.00","0"
"Made to Order Omelets","Lumberjack Omelet","1","15.06","1","0","0.00","0","0","0.00","0"
"Cheesy Quesadillas","Carne Asada Quesadilla","1","16.79","1","1","16.79","1","0","0.00","0"
"Hot Off the Griddle Pancakes","The Bacon Pancakes","1","15.99","1","0","0.00","0","0","0.00","0"
"From the Griddle","Challah French Toast","1","7.38","1","1","7.38","1","0","0.00","0"
"Horatio's Hoagies and Salads","Chicken and Parmesan Hoagie","1","15.38","1","0","0.00","0","1","15.38","1"
"Delicious Sides","Country Sausage Gravy","1","4.19","1","0","0.00","0","1","4.19","1"
"Fresh Omelettes","Cheese Omelette","1","12.96","1","1","12.96","1","0","0.00","0"
"Omelettes","California Omelette","1","11.29","1","0","0.00","0","0","0.00","0"
"The Sides","Home Fries","1","4.29","1","1","4.29","1","0","0.00","0"
"Side Orders","Seasoned Twister Fries","2","11.38","1","0","0.00","0","0","0.00","0"
"The Biryani","The Chicken Biryani","3","56.96","3","3","56.96","3","0","0.00","0"
"Taste of Italy","Penne Primavera","1","23.98","1","1","23.98","1","0","0.00","0"
"Soups/Salads","Caesar Salad (Small)","2","21.98","2","2","21.98","2","0","0.00","0"
"Breakfast Sandwiches","Spinach & Feta Breakfast Sandwich","1","9.09","1","1","9.09","1","0","0.00","0"
"Panini Bar","The Picante Panini","2","43.76","2","1","21.88","1","0","0.00","0"
"Sandwich Bar","The Chicken Cutlet Sandwich","1","14.69","1","1","14.69","1","0","0.00","0"
"From the Griddle","Buttermilk Pancakes","1","6.29","1","1","6.29","1","0","0.00","0"
"Pasta Bar","Penne Bolognese","2","33.78","2","1","16.89","1","0","0.00","0"
"Beverages","Bottled Water","1","2.19","1","0","0.00","0","0","0.00","0"
"The Sugar Fixes","Pecan Pie","1","4.29","1","0","0.00","0","0","0.00","0"
"Drinks","Water (Bottle)","1","2.79","1","1","2.79","1","0","0.00","0"
"Breakfast Bagels","Two Eggs & Beef Sausage Bagel","1","6.39","1","1","6.39","1","0","0.00","0"
"Drinks","Iced Cappuccino","1","6.29","1","0","0.00","0","0","0.00","0"
"Desserts On Deck","Cheese Danish","1","5.99","1","1","5.99","1","0","0.00","0"
"Breakfast Burritos","Potato Breakfast Burrito","5","63.31","4","4","46.14","3","0","0.00","0"
"Indo-Chinese Specialties","Hakka Noodles with Drink","1","20.29","1","0","0.00","0","0","0.00","0"
"Signature Smash Burgers","Classic Smashburger","8","141.63","6","8","141.63","6","0","0.00","0"
"Sides","Pepperoni Bites","4","5.56","2","1","1.39","1","0","0.00","0"
"Drinks","Canned Sodas","7","25.03","4","4","14.16","2","2","7.98","1"
"Calzone","Spinach Calzone","1","39.97","1","1","39.97","1","0","0.00","0"
"Catering","Grilled Cheddar Cheese Sandwich","1","4.89","1","1","4.89","1","0","0.00","0"
"Loaded Cheesesteaks","Chicken Philly","1","20.97","1","1","20.97","1","0","0.00","0"
"Let's Get Drinkin","Canned Soda","4","7.96","4","1","1.99","1","0","0.00","0"
"The Pancakes","Original Buttermilk Pancakes","1","11.49","1","0","0.00","0","0","0.00","0"
"Greek Sandwiches","Greek Burger","1","16.99","1","1","16.99","1","0","0.00","0"
"Panini Bar","The Pesto Chicken Panini","4","68.53","4","4","68.53","4","0","0.00","0"
"Two Hand Sammies","Chicken Torta","2","25.18","2","0","0.00","0","0","0.00","0"
"The Chicken Tenders","Oringinal Chicken Tenders and Fries","4","47.96","4","1","11.99","1","1","11.99","1"
"Panini","Grilled Chicken & Pesto Panini","2","29.47","2","2","29.47","2","0","0.00","0"
"Kathi Rolls","Chicken Tikka Kathi Roll (1 pc)","3","23.97","2","2","15.98","1","0","0.00","0"
"Burger Bar","Turkey Burger Deluxe","1","13.49","1","1","13.49","1","0","0.00","0"
"Street Tacos","Carne Asada Taco","3","10.47","2","3","10.47","2","0","0.00","0"
"Small Bites","Squid Salad","1","9.09","1","1","9.09","1","0","0.00","0"
"Coffee and Tea","Mocha Frappe","1","6.29","1","1","6.29","1","0","0.00","0"
"Burgers","Double Cheeseburger","1","19.87","1","0","0.00","0","0","0.00","0"
"Sweet Treats","Small Chocolate Chip Cookie","1","0.89","1","1","0.89","1","0","0.00","0"
"Taste of Italy","Penne Alla Vodka","1","21.99","1","0","0.00","0","0","0.00","0"
"Catering","Grilled Cheese & Bacon Sandwich","3","27.96","3","2","20.97","2","0","0.00","0"
"Beverages","Orange Fanta Can","1","2.19","1","1","2.19","1","0","0.00","0"
"Home Style Pancakes","Hungry Man Pancake Platter","3","46.17","2","0","0.00","0","0","0.00","0"
"From the Tandoor Breads","Chapati Tandoori","1","6.99","1","1","6.99","1","0","0.00","0"
"Panini Bar","The Monte Cristo Panini","1","15.49","1","1","15.49","1","0","0.00","0"
"Loaded Breakfast Wraps","Cali Breakfast Wrap","2","20.38","2","0","0.00","0","0","0.00","0"
"Sides","Corn Muffins","4","16.96","4","1","4.99","1","0","0.00","0"
"Super Fresh Smoothies","Berry Banana Harmony Smoothie","2","42.72","2","1","21.36","1","0","0.00","0"
"Perfect Pancakes","French Toast","1","13.99","1","0","0.00","0","1","13.99","1"
"Drinks","Herbal Tea","1","2.49","1","1","2.49","1","0","0.00","0"
"The Thighs","Spicy Honey Fried Chicken Thighs with Fries","1","11.99","1","0","0.00","0","0","0.00","0"
