"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","770931199599380","2025-09-28","10:27:00 AM","America/New_York","5024720","3907 Lee Hwy","First Light Breakfast Cafe","3907 Lee Hwy  ","Arlington","VA","22207","Prepaid Order","Grubhub Delivery","GH+","38.16","2.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.27","-5.72","-3.82","0.00","-1.44","0.00","0.00","-3.00","0.00","26.29",,"BwEAAAAAAEyr0M7XMyKcchHwsyMfXdnQKv8"
"Marketplace","716631215136654","2025-09-29","10:52:00 PM","America/New_York","2848424",,"The Pasta Brothers (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","Prepaid Order","Grubhub Delivery","non GH+","16.09","1.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.16","-2.41","-1.61","0.00","-0.70","0.00","0.00","-4.02","0.00","8.42",,"BwEAAAAAACt2qGQgxNKdoRHwhNNhVEhSRPU"
"Marketplace","206031150533584","2025-09-23","08:20:00 PM","America/Los_Angeles","9794768","18 S Abbott Ave","Dum Biryani Snob","18 S Abbott Ave  ","Milpitas","CA","95035","Prepaid Order","Grubhub Delivery","GH+","16.76","1.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.86","-2.51","-1.68","0.00","-0.69","0.00","0.00","-5.00","0.00","7.98",,"BwEAAAAAAJV00Me2WKCY7hHwmKG3vUZ8s2E"
"Marketplace","433231216928119","2025-09-30","08:00:00 AM","America/New_York","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","15.58","1.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.69","-2.34","-1.56","0.00","-0.71","0.00","0.00","-3.12","0.00","8.96",,"BwEAAAAAACaxYjqhxDKd7xHwhDMdHczqjT0"
"Marketplace","182431148090392","2025-09-23","11:24:00 AM","America/New_York","2884516",,"Fiona's Ultimate Wraps","1219 1st Avenue  ","New York","NY","10065","Prepaid Order","Grubhub Delivery","GH+","19.98","1.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.31","-3.00","-2.00","0.00","-0.80","0.00","0.00","-5.00","0.00","10.51",,"BwEAAAAAACwDpPap4dCYixHwodFTRJB87jw"
"Marketplace","729131200543645","2025-09-28","09:47:00 PM","America/New_York","4831624","1 Kedron Ave Unit 4","The Italian Pasta Bar","1 Kedron Ave Unit 4  ","Morton","PA","19070","Prepaid Order","Grubhub Delivery","GH+","24.68","1.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.86","-3.70","-2.47","0.00","-0.94","-1.18","0.00","-5.00","0.00","12.57",,"BwEAAAAAAEm5iMxCXTCczxHwnTER9S6-W8Y"
"Marketplace","669331184704439","2025-09-26","08:57:00 PM","America/New_York","7098800","Mas Chingon Mexican Grill - 1541 Glenn School Rd","Burrito Lovers Bar","1541 Glenn School Rd  ","Durham","NC","27704","Prepaid Order","Grubhub Delivery","GH+","20.57","1.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.74","-3.09","-2.06","0.00","-0.81","-1.17","0.00","-5.00","0.00","9.61",,"BwEAAAAAAGxRsOcYPPCbNhHwvPGR2-FyaY4"
"Marketplace","549431189031104","2025-09-27","02:47:00 PM","America/New_York","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","Prepaid Order","Grubhub Delivery","non GH+","13.99","1.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.23","-2.10","-1.40","0.00","-0.76","0.00","0.00","0.00","0.00","10.97",,"BwEAAAAAAFp9AIWxlwibyxHwlwlRuqEbcVo"
"Marketplace","931931232426814","2025-10-02","01:33:00 PM","America/Chicago","3310407","E Arapaho Rd #F","Master Yamamoto Ramen Bar","1401 E Arapaho Rd  ","Richardson","TX","75081","Prepaid Order","Grubhub Delivery","GH+","16.78","0.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.75","-2.52","-1.68","0.00","-0.69","0.00","0.00","-5.00","0.00","7.86",,"BwEAAAAAADKDR2KEUFCfuRHwkFHTC7szP_s"
"Marketplace","474931274541390","2025-10-05","09:56:00 PM","America/Los_Angeles","9794768","18 S Abbott Ave","Dum Biryani Snob","18 S Abbott Ave  ","Milpitas","CA","95035","Prepaid Order","Grubhub Delivery","GH+","18.86","1.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.16","-2.83","-1.89","0.00","-0.76","0.00","0.00","-5.00","0.00","9.68",,"BwEAAAAAAJV00ELzdVCiahHwtVHXRcr374E"
"Marketplace","566931251237763","2025-10-04","01:54:00 PM","America/Los_Angeles","5853656","S Las Posas","The Sandwich Vibe","137 S Las Posas Rd #153  ","San Marcos","CA","92078","Prepaid Order","Grubhub Delivery","GH+","17.19","1.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.26","-2.58","-1.72","0.00","-0.70","0.00","0.00","-5.00","0.00","8.26",,"BwEAAAAAAFlR2HlmLfChXxHwrfH1sCFyGAo"
"Marketplace","553531242479932","2025-10-03","12:07:00 AM","America/New_York","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","13.39","1.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.58","-2.01","-1.34","0.00","-0.74","0.00","0.00","0.00","0.00","10.49",,"BwEAAAAAACaxYtEHzRCgBxHwjRFLwFEjjrA"
"Marketplace","487131165950189","2025-09-25","08:58:00 AM","America/New_York","2900807",,"The Omelette Farm (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","Prepaid Order","Grubhub Delivery","non GH+","15.37","1.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.73","-2.31","-1.54","0.00","-0.81","0.00","0.00","0.00","0.00","12.07",,"BwEAAAAAACxDRyATn0CaCxHwn0Eddg4WOUg"
"Marketplace","111931162420588","2025-09-25","04:03:00 PM","America/Phoenix","8566136",,"Luna's Loaded Fries","4352 E Speedway Blvd  ","Tucson","AZ","85712","Prepaid Order","Grubhub Delivery","GH+","15.39","1.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.47","-2.31","-1.54","0.00","-0.71","0.00","0.00","-3.00","0.00","8.91",,"BwEAAAAAAIK1eFBtHtCaXRHwntHhpjCL2RY"
"Marketplace","170631135041095","2025-09-22","08:18:00 PM","America/New_York","4836096","197 Havemeyer St.","Twin Peaks Burger","197 Havemeyer St  ","Brooklyn","NY","11211","Prepaid Order","Grubhub Delivery","non GH+","34.95","2.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.34","-5.24","-3.50","0.00","-1.19","0.00","0.00","-8.00","0.00","19.41",,"BwEAAAAAAEnLAO-BGNaYDBHwmNc3uWNClHg"
"Marketplace","416631212729553","2025-09-29","11:14:00 PM","America/New_York","4510072","433 W 34th st","Sip On Smoothie","433 W 34th St.  ","New York","NY","10001","Prepaid Order","Grubhub Delivery","GH+","30.33","2.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.58","-4.55","-3.03","0.00","-1.14","0.00","0.00","-5.00","0.00","18.86",,"BwEAAAAAAETReCe_-XSdphHwuXXd7bRAyic"
"Marketplace","535731142276080","2025-09-22","09:14:00 PM","America/New_York","9816392","2rd","The Smoothie Squeeze","296 3rd Ave  ","New York","NY","10010","Prepaid Order","Grubhub Delivery","GH+","11.19","0.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.18","-1.68","-1.12","0.00","-0.67","0.00","0.00","0.00","0.00","8.71",,"BwEAAAAAAJXJSMU6JTKYFhHwpTMf1E_CGCQ"
"Marketplace","350031180412702","2025-09-27","01:03:00 AM","America/New_York","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","Prepaid Order","Grubhub Delivery","GH+","18.18","1.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.35","-2.73","-1.82","0.00","-0.74","0.00","0.00","-5.00","0.00","9.06",,"BwEAAAAAAFp9AARHAxCbWhHwgxHHb0fcmYA"
